제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,대분류,중분류,소분류,분류근거_키워드,분류신뢰도,출산양육관련여부,수집키워드,수집방식,제외사유,웹크롤링_상세본문,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,크롤링상태,HTTP상태,크롤링오류,보정필터_소스,검토메모
PROP-183187,난임지원. 현실적인 대안이 필요합니다..,난임지원. 현실적인 대안이 필요합니다..,2018-11-30,2018,44.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183187,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임지원. 현실적인 대안이 필요합니다..,,,,,,,,,,,
PROP-183186,난임주사 보건소에서 맞게해주세요,난임주사 보건소에서 맞게해주세요,2018-11-30,2018,38.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183186,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,"난임, 난임주사",상,직접관련,난임,기존 1차 직접키워드 수집,,난임주사 보건소에서 맞게해주세요,,,,,,,,,,,
PROP-183174,난임환자를위해 힘써주세요,난임환자를위해 힘써주세요,2018-11-30,2018,132.0,24,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183174,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임환자를위해 힘써주세요,,,,,,,,,,,
PROP-183171,난임정책(첫아이 만큼 바우처 실행해주세요),난임정책(첫아이 만큼 바우처 실행해주세요),2018-11-30,2018,192.0,40,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183171,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임정책(첫아이 만큼 바우처 실행해주세요),,,,,,,,,,,
PROP-183170,난임부부 바우처,난임부부 바우처,2018-11-30,2018,101.0,9,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183170,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임부부 바우처,,,,,,,,,,,
PROP-183167,난임정책관련,난임정책관련,2018-11-29,2018,83.0,7,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183167,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임정책관련,,,,,,,,,,,
PROP-183163,난임지원정책,난임지원정책,2018-11-29,2018,77.0,9,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183163,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임지원정책,,,,,,,,,,,
PROP-183162,난임 주사 보건소,난임 주사 보건소,2018-11-29,2018,71.0,9,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183162,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임 주사 보건소,,,,,,,,,,,
PROP-183154,대중교통 임산부 배려석을 위한 제안,대중교통 임산부 배려석을 위한 제안,2018-11-29,2018,14.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183154,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,대중교통 임산부 배려석을 위한 제안,,,,,,,,,,,
PROP-183153,난임개선문제요청,난임개선문제요청,2018-11-29,2018,120.0,11,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183153,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임개선문제요청,,,,,,,,,,,
PROP-183140,난임지원 횟수 철폐해 주세요~,난임지원 횟수 철폐해 주세요~,2018-11-28,2018,212.0,29,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183140,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임지원 횟수 철폐해 주세요~,,,,,,,,,,,
PROP-183131,난임여성의 허가외 처방을 담당주치의재량으로할 수 있도록 법률을 개정해주세요.,난임여성의 허가외 처방을 담당주치의재량으로할 수 있도록 법률을 개정해주세요.,2018-11-27,2018,614.0,96,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183131,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임여성의 허가외 처방을 담당주치의재량으로할 수 있도록 법률을 개정해주세요.,,,,,,,,,,,
PROP-183130,난임지원 나이제한 철폐해주세요,난임지원 나이제한 철폐해주세요,2018-11-27,2018,757.0,212,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183130,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임지원 나이제한 철폐해주세요,,,,,,,,,,,
PROP-183129,보건소에서 예비맘을 위한 예비맘 키트를 제공해주셨으면 좋겠어요,보건소에서 예비맘을 위한 예비맘 키트를 제공해주셨으면 좋겠어요,2018-11-27,2018,294.0,25,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183129,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,예비맘,상,직접관련,예비맘,확장 1차 생활키워드 수집,,"현재 보건소에서 임산부를 위해서 임신반응검사부터 임신기초 검사를 받을 수 있고 임신확인 후 임산부를 위한 엽산이나 철분제(일정 주수 후)를 선물로 받을 수 있습니다.
엽산은 임신을 준비하고 있는 분들은 챙겨 먹어야하는 영양제입니다. 임신 후에 엽산을 제공받는 것도 좋지만 임신을 준비하는 사람들을 위해서 미리 제공해주는 것은 어떨까요?
예비맘키트라고 해서 배란테스트기와 임신테스트기 그리고 엽산이나 엽산이 들어간 종합영양제를 함께 준다면 좋을 것 같습니다. 추가적으로 임신과 출산에 관련된 국가정책(?)과 책자와 병원리스트(산부인과 및 난임병원)를 넣어서 준다면 임신을 준비하시는 분들에게 도움이 되리라 생각됩니다.",,,,,,,,,,,
PROP-183127,"보건소에서 난임과 임신,출산 업무 공간을 분리해주세요","보건소에서 난임과 임신,출산 업무 공간을 분리해주세요",2018-11-27,2018,342.0,28,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183127,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,"출산, 임신, 난임",상,직접관련,출산,기존 1차 직접키워드 수집,,"보건소에서 난임과 임신,출산 업무 공간을 분리해주세요",,,,,,,,,,,
PROP-183126,보건소 산전검사 중 난임검사 항목 추가 요청,보건소 산전검사 중 난임검사 항목 추가 요청,2018-11-27,2018,364.0,52,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183126,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,보건소 산전검사 중 난임검사 항목 추가 요청,,,,,,,,,,,
PROP-183124,보건소 난임당담파트를 따로 해주세요,보건소 난임당담파트를 따로 해주세요,2018-11-27,2018,372.0,41,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183124,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,보건소 난임당담파트를 따로 해주세요,,,,,,,,,,,
PROP-183123,"각 구마다 다른 혜택, 서울시에서 난임 관련 혜택을 동일하게 적용받을 수 있게 해주세요!","각 구마다 다른 혜택, 서울시에서 난임 관련 혜택을 동일하게 적용받을 수 있게 해주세요!",2018-11-27,2018,289.0,17,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183123,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,"각 구마다 다른 혜택, 서울시에서 난임 관련 혜택을 동일하게 적용받을 수 있게 해주세요!",,,,,,,,,,,
PROP-183122,보건소에서 난임주사를 맞을 수 있으면 좋을 것 같아요!,보건소에서 난임주사를 맞을 수 있으면 좋을 것 같아요!,2018-11-27,2018,459.0,85,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183122,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,"난임, 난임주사",상,직접관련,난임,기존 1차 직접키워드 수집,,보건소에서 난임주사를 맞을 수 있으면 좋을 것 같아요!,,,,,,,,,,,
PROP-183121,보건소에서 난임심리 상담 및 배우자 난임 교육 부탁드립니다,보건소에서 난임심리 상담 및 배우자 난임 교육 부탁드립니다,2018-11-27,2018,299.0,24,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183121,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,보건소에서 난임심리 상담 및 배우자 난임 교육 부탁드립니다,,,,,,,,,,,
PROP-183075,다둥이맘카드,다둥이맘카드,2018-11-22,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183075,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다둥이,상,직접관련,다둥이,기존 1차 직접키워드 수집,,다둥이맘카드,,,,,,,,,,,
PROP-183047,지하철 임산부 배려석 활성화 방안(임산부카드+교통카드),지하철 임산부 배려석 활성화 방안(임산부카드+교통카드),2018-11-19,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183047,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,지하철 임산부 배려석 활성화 방안(임산부카드+교통카드),,,,,,,,,,,
PROP-183038,지하철 임산부좌석(핑크카펫)의 수를 줄여주세요,지하철 임산부좌석(핑크카펫)의 수를 줄여주세요,2018-11-18,2018,10.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183038,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,지하철 임산부좌석(핑크카펫)의 수를 줄여주세요,,,,,,,,,,,
PROP-183033,난임부부지원해주세요,난임부부지원해주세요,2018-11-16,2018,164.0,58,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183033,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임부부지원해주세요,,,,,,,,,,,
PROP-183004,"미혼세,무자녀교육세 신설 제안","미혼세,무자녀교육세 신설 제안",2018-11-13,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183004,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,교육·프로그램: 교육 + 자녀,중,조합관련,교육·프로그램: 교육 + 자녀,2차 문맥조합 수집,,"미혼세,무자녀교육세 신설 제안",,,,,,,,,,,
PROP-182914,키움센터 반대,키움센터 반대,2018-11-06,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182914,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,키움센터,상,직접관련,키움센터,기존 1차 직접키워드 수집,,키움센터 반대,,,,,,,,,,,
PROP-182912,키움센터 밤대,키움센터 밤대,2018-11-06,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182912,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,키움센터,상,직접관련,키움센터,기존 1차 직접키워드 수집,,키움센터 밤대,,,,,,,,,,,
PROP-182901,어르신 어린이집 하원 도우미,어르신 어린이집 하원 도우미,2018-11-06,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182901,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,어린이집,상,직접관련,어린이집,기존 1차 직접키워드 수집,,어르신 어린이집 하원 도우미,,,,,,,,,,,
PROP-182871,육아네트워크를 위한 공간/차량 등의 민간지원 활성화 요청,육아네트워크를 위한 공간/차량 등의 민간지원 활성화 요청,2018-11-01,2018,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182871,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,육아,상,직접관련,육아,기존 1차 직접키워드 수집,,육아네트워크를 위한 공간/차량 등의 민간지원 활성화 요청,,,,,,,,,,,
PROP-182870,육아정보 채널을 일원화해주세요.,육아정보 채널을 일원화해주세요.,2018-11-01,2018,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182870,정보·상담·교육·거버넌스,정보 접근성,정보통합·상담·신청,육아,상,직접관련,육아,기존 1차 직접키워드 수집,,육아정보 채널을 일원화해주세요.,,,,,,,,,,,
PROP-182866,다둥이가족은 차 없으면 아무데도 못나가나요?,다둥이가족은 차 없으면 아무데도 못나가나요?,2018-11-01,2018,41.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182866,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다둥이,상,직접관련,다둥이,기존 1차 직접키워드 수집,,다둥이가족은 차 없으면 아무데도 못나가나요?,,,,,,,,,,,
PROP-182865,육아....아빠들의 교육이 절실합니다.,육아....아빠들의 교육이 절실합니다.,2018-11-01,2018,18.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182865,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,육아,상,직접관련,육아,기존 1차 직접키워드 수집,,육아....아빠들의 교육이 절실합니다.,,,,,,,,,,,
PROP-182862,서울시 내 자치구별 다둥이 혜택을 통일시켜주세요!,서울시 내 자치구별 다둥이 혜택을 통일시켜주세요!,2018-11-01,2018,16.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182862,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다둥이,상,직접관련,다둥이,기존 1차 직접키워드 수집,,서울시 내 자치구별 다둥이 혜택을 통일시켜주세요!,,,,,,,,,,,
PROP-182859,임신육아 전문  컨설턴트가 필요합니다,임신육아 전문  컨설턴트가 필요합니다,2018-11-01,2018,34.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182859,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,"임신, 육아",상,직접관련,임신,기존 1차 직접키워드 수집,,임신육아 전문  컨설턴트가 필요합니다,,,,,,,,,,,
PROP-182858,민방위 교육에 남편육아교육을 넣어주세요^^,민방위 교육에 남편육아교육을 넣어주세요^^,2018-11-01,2018,37.0,13,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182858,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,육아,상,직접관련,육아,기존 1차 직접키워드 수집,,민방위 교육에 남편육아교육을 넣어주세요^^,,,,,,,,,,,
PROP-182856,"아이, 엄마를 대상으로 한 시간제보육통합센터를 마련해주시면 좋겠습니다!","아이, 엄마를 대상으로 한 시간제보육통합센터를 마련해주시면 좋겠습니다!",2018-11-01,2018,39.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182856,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,보육,상,직접관련,보육,기존 1차 직접키워드 수집,,"아이, 엄마를 대상으로 한 시간제보육통합센터를 마련해주시면 좋겠습니다!",,,,,,,,,,,
PROP-182827,경로당과 육아돌보미의 결합,경로당과 육아돌보미의 결합,2018-10-29,2018,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182827,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,육아,상,직접관련,육아,기존 1차 직접키워드 수집,,경로당과 육아돌보미의 결합,,,,,,,,,,,
PROP-182826,지하철 내 임산부 알림 경보 설치 제안,지하철 내 임산부 알림 경보 설치 제안,2018-10-29,2018,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182826,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,지하철 내 임산부 알림 경보 설치 제안,,,,,,,,,,,
PROP-182797,임산부 배려석에 핑크라이트 설치,임산부 배려석에 핑크라이트 설치,2018-10-26,2018,21.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182797,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석에 핑크라이트 설치,,,,,,,,,,,
PROP-182770,어린이보호구역 불법주차 및 정차 상설 신고제도,어린이보호구역 불법주차 및 정차 상설 신고제도,2018-10-24,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182770,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"안녕하세요.
다른곳도 마찬가지지만 특히 '어린이보호구역'의 불법주정차가 매우 심각합니다.
물론 각자의 사정이 있고 이유가 있겠지만 사각지대 유발 및 아이들의 불편 그리고 교육상에도 불법 주정차는 좋을게 없습니다.
그래서 어린이보호구역내의 불법주정차를 쉽게 신고할 수 있는 부서나 콜센터를 두고 관리를 했으면 합니다.
막상 신고하려해도 번거로워 신고가 어려우니
사진등을 첨부해서 신고하는 제도가 있었으면 합니다.",,,,,,,,,,,
PROP-182764,구직자 임시 보육소,구직자 임시 보육소,2018-10-23,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182764,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,보육,상,직접관련,보육,기존 1차 직접키워드 수집,,구직자 임시 보육소,,,,,,,,,,,
PROP-182746,"하나의 정책으로 일자리도 창출하고, 저출산 문제도 해결!","하나의 정책으로 일자리도 창출하고, 저출산 문제도 해결!",2018-10-22,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182746,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,"하나의 정책으로 일자리도 창출하고, 저출산 문제도 해결!",,,,,,,,,,,
PROP-182741,임산부 배려석이 아닌 임산부석을 마련해주세요,임산부 배려석이 아닌 임산부석을 마련해주세요,2018-10-21,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182741,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석이 아닌 임산부석을 마련해주세요,,,,,,,,,,,
PROP-182675,임신부 배려석 관련,임신부 배려석 관련,2018-10-13,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182675,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,"임신, 임신부",상,직접관련,임신,기존 1차 직접키워드 수집,,임신부 배려석 관련,,,,,,,,,,,
PROP-182581,임산부 배려석에 임산부만 앉을 수 있는 장치를 설치해주세요.,임산부 배려석에 임산부만 앉을 수 있는 장치를 설치해주세요.,2018-10-03,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182581,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석에 임산부만 앉을 수 있는 장치를 설치해주세요.,,,,,,,,,,,
PROP-182580,지하철 임산부 배려석에 외국인들을 위한 안내가 있어야 할 것 같습니다,지하철 임산부 배려석에 외국인들을 위한 안내가 있어야 할 것 같습니다,2018-10-03,2018,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182580,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,지하철 임산부 배려석에 외국인들을 위한 안내가 있어야 할 것 같습니다,,,,,,,,,,,
PROP-182496,저출산 대책(국민연금  수령연령과 연계),저출산 대책(국민연금  수령연령과 연계),2018-09-25,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182496,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,저출산 대책(국민연금  수령연령과 연계),,,,,,,,,,,
PROP-182481,임산부석 영어 팻말,임산부석 영어 팻말,2018-09-23,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182481,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부석 영어 팻말,,,,,,,,,,,
PROP-182392,서울시립대학 을 폐교하고 신혼부부용 아파트를 건설합시다,서울시립대학 을 폐교하고 신혼부부용 아파트를 건설합시다,2018-09-17,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182392,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,서울시립대학 을 폐교하고 신혼부부용 아파트를 건설합시다,,,,,,,,,,,
PROP-182378,임산부 배려석? 생각의 전환으로! 임산부 배려뱃지!,임산부 배려석? 생각의 전환으로! 임산부 배려뱃지!,2018-09-15,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182378,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석? 생각의 전환으로! 임산부 배려뱃지!,,,,,,,,,,,
PROP-182221,청년및 신혼부부희망주택 정책제안,청년및 신혼부부희망주택 정책제안,2018-09-09,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182221,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,청년및 신혼부부희망주택 정책제안,,,,,,,,,,,
PROP-182211,신혼부부 영구주택 100만호 건설합시다.,신혼부부 영구주택 100만호 건설합시다.,2018-09-08,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182211,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,신혼부부 영구주택 100만호 건설합시다.,,,,,,,,,,,
PROP-182200,상도유치원,상도유치원,2018-09-07,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182200,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,유치원,상,직접관련,유치원,기존 1차 직접키워드 수집,,상도유치원,,,,,,,,,,,
PROP-182192,"장애인, 기초수급자, 한부모가정 등 이사시 에어컨 보일러 점검 서비스 해야","장애인, 기초수급자, 한부모가정 등 이사시 에어컨 보일러 점검 서비스 해야",2018-09-06,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182192,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,한부모,상,직접관련,한부모,기존 1차 직접키워드 수집,,"장애인, 기초수급자, 한부모가정 등 이사시 에어컨 보일러 점검 서비스 해야",,,,,,,,,,,
PROP-182161,어린이 노인보호구역 신호등커버나 기둥에 노란색 칠하기,어린이 노인보호구역 신호등커버나 기둥에 노란색 칠하기,2018-09-04,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182161,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"아래 제안은 제가 지난달28일 햇던 내용입니다.
점부할 사진이 있어 다시 올립니다.
어린이 보호구역 신호등 노란색 칠하기
이동석
님
2018-08-29 10:20
어린이 보호구역 이나
노인 보호구역이 정해져 있습니다.
스쿨죤 또는 아스팔트 위에 또는
표지판으로도 표식이 되어 있지만
신호등 기둥 그리고 신호등커버 전체를
어린이보호구역이나 노인 보호구역 횡단보도 신호 또는
차량 신호등에도 노랑색으로 전체를 칠하여
아스팔트 바닥 또는 표지판을 못보더라도
신호등 커버 기둥색깔이 노란색으로
칠해져 있으면 누가봐도 어린이나 노인보효
구역임이 표시 날겁니다.
이러한 노란색으로 칠해져 있는 신호등커버 기둥이
있는곳 에는 모든 운전자.자전거 오도바이등등이
서행하여 어린이나  노약자들을 보호 햇으면
좋겟다？ 생각이 들어
제안하여 봅니다.
공감 1건
공감",,,,,,,,,,,
PROP-182151,각 구마다 산모을 위한 산모요가 프로그램?,각 구마다 산모을 위한 산모요가 프로그램?,2018-09-03,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182151,출산·산후 초기지원,산후조리,산후조리·산모도우미,산모,상,직접관련,산모,기존 1차 직접키워드 수집,,각 구마다 산모을 위한 산모요가 프로그램?,,,,,,,,,,,
PROP-182108,어린이 보호구역 신호등 노란색 칠하기,어린이 보호구역 신호등 노란색 칠하기,2018-08-29,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182108,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"어린이 보호구역 이나
노인 보호구역이 정해져 있습니다.
스쿨죤 또는 아스팔트 위에 또는
표지판으로도 표식이 되어 있지만
신호등 기둥 그리고 신호등커버 전체를
어린이보호구역이나 노인 보호구역 횡단보도 신호 또는
차량 신호등에도 노랑색으로 전체를 칠하여
아스팔트 바닥 또는 표지판을 못보더라도
신호등 커버 기둥색깔이 노란색으로
칠해져 있으면 누가봐도 어린이나 노인보효
구역임이 표시 날겁니다.
이러한 노란색으로 칠해져 있는 신호등커버 기둥이
있는곳 에는 모든 운전자.자전거 오도바이등등이
서행하여  노약자들을 보호 햇으면
좋겟다？ 생각이 들어
제안하여 봅니다",,,,,,,,,,,
PROP-182052,어린이보호구역 도로를 울퉁불퉁하게 해서 과속을 방지해 주세요,어린이보호구역 도로를 울퉁불퉁하게 해서 과속을 방지해 주세요,2018-08-22,2018,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182052,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"안녕하세요.
어린이 보호구역에 신호등이나 과속방지턱, 안내판 정도로는 실효과 크지 않은 것 같습니다.
바닥을 울퉁불퉁한 돌벽돌로 만들어 놓으면 미관상에도 매우 좋고 차량 운전자들은 어쩔 수 없이 서행하게 되어 실효로 이어질 수 밖에 없을 것 같습니다.
고려해 주시길 부탁드립니다.",,,,,,,,,,,
